tourist_id,index,event,data,timestamp
155,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-02 03:30:00
155,2,CHECKIN,"{""lat"": 23.8315, ""lng"": 91.2868, ""location"": ""Agartala""}",2026-08-09 06:15:00
155,3,CHECKOUT,"{""location"": ""Gangtok"", ""trip_completed"": true}",2026-08-23 13:15:00
156,0,ID_ISSUED,"{""digital_id"": ""STS-51EB6203CD62"", ""document"": ""XXXX-XXXX-9155"", ""name"": ""Rituparna Kumar"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-28T15:45:00""}",2026-08-14 09:45:00
156,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-14 10:04:00
156,2,CHECKIN,"{""lat"": 27.5448, ""lng"": 93.832, ""location"": ""Ziro Valley""}",2026-08-15 10:45:00
156,3,CHECKOUT,"{""location"": ""Guwahati Railway Station"", ""trip_completed"": true}",2026-08-28 15:45:00
157,0,ID_ISSUED,"{""digital_id"": ""STS-66961063B461"", ""document"": ""XXXX-XXXX-6009"", ""name"": ""Pranjal Banerjee"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-25T12:45:00""}",2026-08-13 16:45:00
157,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-13 17:19:00
157,2,CHECKIN,"{""lat"": 26.1836, ""lng"": 91.7434, ""location"": ""Fancy Bazaar""}",2026-08-21 05:45:00
157,3,CHECKOUT,"{""location"": ""En route to Fancy Bazaar"", ""trip_completed"": true}",2026-08-25 12:45:00
158,0,ID_ISSUED,"{""digital_id"": ""STS-30BFC839D0F6"", ""document"": ""XXXX-XXXX-3659"", ""name"": ""Kavya Bhattacharya"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-08T16:00:00""}",2026-07-29 17:00:00
158,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-29 17:37:00
158,2,CHECKIN,"{""lat"": 25.276, ""lng"": 91.6857, ""location"": ""Nohkalikai Falls""}",2026-08-01 11:00:00
158,3,SOS_TRIGGERED,"{""lat"": 25.19298, ""lng"": 91.966115, ""message"": ""Road accident on the highway, I am injured and cannot walk.""}",2026-08-06 03:26:05
159,0,ID_ISSUED,"{""digital_id"": ""STS-FC5BC73026B0"", ""document"": ""396662426"", ""name"": ""Alfie Wright"", ""nationality"": ""British"", ""trip_end"": ""2026-08-29T11:15:00""}",2026-08-05 03:15:00
159,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-05 03:24:00
159,2,CHECKIN,"{""lat"": 25.2, ""lng"": 91.9167, ""location"": ""Mawlynnong Village""}",2026-08-19 07:15:00
159,3,CHECKOUT,"{""location"": ""En route to Dolma Homestay, Tawang (stay 1)"", ""trip_completed"": true}",2026-08-29 11:15:00
160,0,ID_ISSUED,"{""digital_id"": ""STS-1A295F0E25A5"", ""document"": ""XXXX-XXXX-4256"", ""name"": ""Kavya Deka"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-23T16:30:00""}",2026-07-25 10:30:00
160,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-25 10:42:00
160,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-13 11:30:00
160,3,CHECKOUT,"{""location"": ""Ziro Valley"", ""trip_completed"": true}",2026-08-23 16:30:00
161,0,ID_ISSUED,"{""digital_id"": ""STS-77872B2237D7"", ""document"": ""N2441226"", ""name"": ""Nuwan Jayasuriya"", ""nationality"": ""Sri Lankan"", ""trip_end"": ""2026-08-01T09:30:00""}",2026-07-16 02:30:00
161,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-16 02:57:00
161,2,CHECKIN,"{""lat"": 25.19, ""lng"": 92.02, ""location"": ""Dawki / Umngot River""}",2026-07-27 05:30:00
161,3,CHECKOUT,"{""location"": ""En route to Shillong"", ""trip_completed"": true}",2026-08-01 09:30:00
162,0,ID_ISSUED,"{""digital_id"": ""STS-E70A78A43CF6"", ""document"": ""XXXX-XXXX-9256"", ""name"": ""Bishal Deka"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-27T09:45:00""}",2026-08-22 13:45:00
162,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-22 14:14:00
162,2,CHECKIN,"{""lat"": 25.9333, ""lng"": 91.4333, ""location"": ""Chandubi Lake""}",2026-08-24 06:45:00
162,3,CHECKOUT,"{""location"": ""Pobitora Wildlife Sanctuary"", ""trip_completed"": true}",2026-08-27 09:45:00
163,0,ID_ISSUED,"{""digital_id"": ""STS-DD659F29B6AC"", ""document"": ""BX9559571"", ""name"": ""Rumana Sarkar"", ""nationality"": ""Bangladeshi"", ""trip_end"": ""2026-08-01T22:30:00""}",2026-07-12 13:30:00
163,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-12 13:51:00
163,2,CHECKIN,"{""lat"": 26.1856, ""lng"": 91.7625, ""location"": ""Guwahati Planetarium""}",2026-07-28 10:30:00
163,3,CHECKOUT,"{""location"": ""Nehru Park"", ""trip_completed"": true}",2026-08-01 22:30:00
164,0,ID_ISSUED,"{""digital_id"": ""STS-72794C68E0F7"", ""document"": ""Z3444387"", ""name"": ""Bhaskar Ghosh"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-19T16:30:00""}",2026-08-02 21:30:00
164,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-02 21:44:00
164,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-18 05:30:00
164,3,CHECKOUT,"{""location"": ""En route to Guwahati Railway Station"", ""trip_completed"": true}",2026-08-19 16:30:00
165,0,ID_ISSUED,"{""digital_id"": ""STS-B8E7168E9278"", ""document"": ""XXXX-XXXX-2437"", ""name"": ""Anurag Baishya"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-10T11:30:00""}",2026-07-27 12:30:00
165,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-27 12:43:00
165,2,CHECKIN,"{""lat"": 27.5448, ""lng"": 93.832, ""location"": ""Ziro Valley""}",2026-08-01 09:30:00
165,3,CHECKOUT,"{""location"": ""Tawang Monastery"", ""trip_completed"": true}",2026-08-10 11:30:00
166,0,ID_ISSUED,"{""digital_id"": ""STS-01C1B688DBC1"", ""document"": ""XXXX-XXXX-5356"", ""name"": ""Bhaskar Dutta"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-22T20:30:00""}",2026-07-29 23:30:00
166,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-30 00:07:00
166,2,CHECKIN,"{""lat"": 26.19, ""lng"": 91.759, ""location"": ""Uzan Bazar Ghat""}",2026-08-18 09:30:00
166,3,CHECKOUT,"{""location"": ""Fancy Bazaar"", ""trip_completed"": true}",2026-08-22 20:30:00
167,0,ID_ISSUED,"{""digital_id"": ""STS-F75BE10BAE42"", ""document"": ""XXXX-XXXX-5662"", ""name"": ""Anurag Patel"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-17T12:00:00""}",2026-07-28 19:00:00
167,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-28 19:04:00
167,2,CHECKIN,"{""lat"": 26.1664, ""lng"": 91.7055, ""location"": ""Kamakhya Temple""}",2026-08-14 10:00:00
167,3,CHECKOUT,"{""location"": ""En route to Navagraha Temple"", ""trip_completed"": true}",2026-08-17 12:00:00
168,0,ID_ISSUED,"{""digital_id"": ""STS-A34515D72B17"", ""document"": ""XXXX-XXXX-3886"", ""name"": ""Chandana Nair"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-14T09:00:00""}",2026-07-22 00:00:00
168,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-22 00:45:00
168,2,CHECKIN,"{""lat"": 26.1856, ""lng"": 91.7455, ""location"": ""Pan Bazaar""}",2026-08-11 06:00:00
168,3,CHECKOUT,"{""location"": ""En route to Kiranshree Portico (stay 1)"", ""trip_completed"": true}",2026-08-14 09:00:00
169,0,ID_ISSUED,"{""digital_id"": ""STS-EA106688B689"", ""document"": ""XXXX-XXXX-2919"", ""name"": ""Utpal Reddy"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-27T20:00:00""}",2026-08-02 04:00:00
169,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-02 04:40:00
169,2,CHECKIN,"{""lat"": 26.1132, ""lng"": 91.797, ""location"": ""Basistha Temple""}",2026-08-22 09:00:00
169,3,CHECKOUT,"{""location"": ""En route to Basistha Temple"", ""trip_completed"": true}",2026-08-27 20:00:00
170,0,ID_ISSUED,"{""digital_id"": ""STS-C211601CAFE4"", ""document"": ""138348023"", ""name"": ""Amelia Baker"", ""nationality"": ""British"", ""trip_end"": ""2026-08-12T10:15:00""}",2026-07-25 21:15:00
170,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-25 21:22:00
170,2,CHECKIN,"{""lat"": 27.5448, ""lng"": 93.832, ""location"": ""Ziro Valley""}",2026-08-05 06:15:00
170,3,CHECKOUT,"{""location"": ""Guwahati Railway Station"", ""trip_completed"": true}",2026-08-12 10:15:00
171,0,ID_ISSUED,"{""digital_id"": ""STS-ED466AFC03D2"", ""document"": ""XXXX-XXXX-4427"", ""name"": ""Chandana Verma"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-16T12:30:00""}",2026-08-29 07:30:00
171,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-29 08:15:00
171,2,CHECKIN,"{""lat"": 25.5788, ""lng"": 91.8933, ""location"": ""Shillong""}",2026-09-07 10:30:00
172,0,ID_ISSUED,"{""digital_id"": ""STS-CC48EE9A4AD0"", ""document"": ""BX2433088"", ""name"": ""Nusrat Begum"", ""nationality"": ""Bangladeshi"", ""trip_end"": ""2026-09-04T14:00:00""}",2026-07-30 15:00:00
172,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-30 15:31:00
172,2,CHECKIN,"{""lat"": 25.5788, ""lng"": 91.8933, ""location"": ""Shillong""}",2026-08-20 09:00:00
172,3,CHECKOUT,"{""location"": ""Imphal"", ""trip_completed"": true}",2026-09-04 14:00:00
173,0,ID_ISSUED,"{""digital_id"": ""STS-0AF725E81E19"", ""document"": ""XXXX-XXXX-3947"", ""name"": ""Kavya Verma"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-18T11:00:00""}",2026-08-14 03:00:00
173,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-14 03:34:00
173,2,CHECKIN,"{""lat"": 26.1061, ""lng"": 91.5859, ""location"": ""LGB International Airport""}",2026-08-15 09:00:00
173,3,CHECKOUT,"{""location"": ""Six Mile"", ""trip_completed"": true}",2026-08-18 11:00:00
174,0,ID_ISSUED,"{""digital_id"": ""STS-1BCAC5F5C333"", ""document"": ""250279648"", ""name"": ""Oliver Hall"", ""nationality"": ""British"", ""trip_end"": ""2026-08-12T01:30:00""}",2026-07-16 10:30:00
174,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-16 10:43:00
174,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-01 11:30:00
174,3,CHECKOUT,"{""location"": ""Dawki / Umngot River"", ""trip_completed"": true}",2026-08-12 01:30:00
175,0,ID_ISSUED,"{""digital_id"": ""STS-803FB95ED827"", ""document"": ""XXXX-XXXX-3614"", ""name"": ""Rohan Kalita"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-29T11:45:00""}",2026-08-18 15:45:00
175,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-18 16:08:00
175,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-21 06:45:00
175,3,CHECKOUT,"{""location"": ""Ziro Valley"", ""trip_completed"": true}",2026-08-29 11:45:00
176,0,ID_ISSUED,"{""digital_id"": ""STS-28BBCC0932A3"", ""document"": ""XXXX-XXXX-8753"", ""name"": ""Rohan Sen"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-09T22:00:00""}",2026-08-25 04:00:00
176,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-25 04:04:00
176,2,CHECKIN,"{""lat"": 26.1857, ""lng"": 91.7481, ""location"": ""Assam State Museum""}",2026-09-06 10:00:00
177,0,ID_ISSUED,"{""digital_id"": ""STS-3E63527691BB"", ""document"": ""XXXX-XXXX-4154"", ""name"": ""Jayanta Das"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-12T20:15:00""}",2026-08-30 17:15:00
177,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-30 17:59:00
177,2,CHECKIN,"{""lat"": 26.19, ""lng"": 91.759, ""location"": ""Uzan Bazar Ghat""}",2026-09-09 10:15:00
178,0,ID_ISSUED,"{""digital_id"": ""STS-C51E079002F7"", ""document"": ""XXXX-XXXX-5594"", ""name"": ""Arjun Gogoi"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-15T23:15:00""}",2026-07-27 08:15:00
178,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-27 08:54:00
178,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-14 09:15:00
178,3,CHECKOUT,"{""location"": ""En route to Diphlu River Lodge, Kaziranga (stay 1)"", ""trip_completed"": true}",2026-08-15 23:15:00
179,0,ID_ISSUED,"{""digital_id"": ""STS-E7633151633A"", ""document"": ""HJ186563"", ""name"": ""Hannah Morin"", ""nationality"": ""Canadian"", ""trip_end"": ""2026-09-17T16:45:00""}",2026-09-06 09:45:00
179,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-09-06 09:48:00
179,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-09-09 08:45:00
180,0,ID_ISSUED,"{""digital_id"": ""STS-20A912740B3C"", ""document"": ""XXXX-XXXX-1246"", ""name"": ""Divya Dutta"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-19T18:30:00""}",2026-08-12 11:30:00
180,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-12 11:53:00
180,2,CHECKIN,"{""lat"": 26.1964, ""lng"": 91.7453, ""location"": ""Umananda Island""}",2026-08-15 06:30:00
180,3,CHECKOUT,"{""location"": ""Hajo Pilgrimage Town"", ""trip_completed"": true}",2026-08-19 18:30:00
181,0,ID_ISSUED,"{""digital_id"": ""STS-AC5D4F0DEB70"", ""document"": ""XXXX-XXXX-5383"", ""name"": ""Jayanta Verma"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-12T18:00:00""}",2026-08-23 09:00:00
181,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-23 09:11:00
181,2,CHECKIN,"{""lat"": 26.1664, ""lng"": 91.7055, ""location"": ""Kamakhya Temple""}",2026-09-08 11:00:00
182,0,ID_ISSUED,"{""digital_id"": ""STS-9D6FE4142D72"", ""document"": ""Z6925922"", ""name"": ""Dhruv Patel"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-21T21:15:00""}",2026-08-20 16:15:00
182,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-20 16:18:00
182,2,CHECKIN,"{""lat"": 26.5775, ""lng"": 93.1711, ""location"": ""Kaziranga National Park""}",2026-09-03 07:15:00
183,0,ID_ISSUED,"{""digital_id"": ""STS-507EAA13F961"", ""document"": ""M20147499"", ""name"": ""Minjun Choi"", ""nationality"": ""Korean"", ""trip_end"": ""2026-09-01T18:15:00""}",2026-08-16 18:15:00
183,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-16 18:42:00
183,2,CHECKIN,"{""lat"": 26.3667, ""lng"": 91.6333, ""location"": ""Madan Kamdev Ruins""}",2026-08-28 06:15:00
183,3,CHECKOUT,"{""location"": ""Umananda Island"", ""trip_completed"": true}",2026-09-01 18:15:00
184,0,ID_ISSUED,"{""digital_id"": ""STS-D8B491C7E44B"", ""document"": ""XXXX-XXXX-9091"", ""name"": ""Ananya Bora"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-18T19:00:00""}",2026-07-24 15:00:00
184,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-24 15:43:00
184,2,CHECKIN,"{""lat"": 25.9333, ""lng"": 91.4333, ""location"": ""Chandubi Lake""}",2026-08-15 10:00:00
184,3,CHECKOUT,"{""location"": ""En route to Hotel Rajmahal (stay 2)"", ""trip_completed"": true}",2026-08-18 19:00:00
185,0,ID_ISSUED,"{""digital_id"": ""STS-11CD32576531"", ""document"": ""Z8550135"", ""name"": ""Meera Das"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-18T19:45:00""}",2026-07-28 14:45:00
185,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-28 15:26:00
185,2,CHECKIN,"{""lat"": 26.1667, ""lng"": 91.5667, ""location"": ""Sualkuchi Silk Village""}",2026-08-16 08:45:00
185,3,CHECKOUT,"{""location"": ""En route to Uzan Bazar Ghat"", ""trip_completed"": true}",2026-08-18 19:45:00
186,0,ID_ISSUED,"{""digital_id"": ""STS-7E2DCDBEB9E5"", ""document"": ""XXXX-XXXX-5820"", ""name"": ""Junmoni Patel"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-16T15:45:00""}",2026-08-20 21:45:00
186,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-20 21:47:00
186,2,CHECKIN,"{""lat"": 26.92, ""lng"": 92.88, ""location"": ""Nameri National Park""}",2026-09-08 10:45:00
187,0,ID_ISSUED,"{""digital_id"": ""STS-EC2187E3E20E"", ""document"": ""XXXX-XXXX-3796"", ""name"": ""Hemanta Rajkhowa"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-10T20:45:00""}",2026-07-07 18:45:00
187,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-07 19:23:00
187,2,CHECKIN,"{""lat"": 26.7509, ""lng"": 94.2037, ""location"": ""Jorhat""}",2026-07-29 08:45:00
187,3,CHECKOUT,"{""location"": ""Tezpur"", ""trip_completed"": true}",2026-08-10 20:45:00
188,0,ID_ISSUED,"{""digital_id"": ""STS-478BC5E04218"", ""document"": ""CJQPH8555L"", ""name"": ""Anurag Nath"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-03T16:45:00""}",2026-07-28 11:45:00
188,1,KYC_VERIFIED,"{""document_type"": ""pan"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-28 12:12:00
188,2,CHECKIN,"{""lat"": 27.3314, ""lng"": 88.6138, ""location"": ""Gangtok""}",2026-08-17 06:45:00
188,3,CHECKOUT,"{""location"": ""Imphal"", ""trip_completed"": true}",2026-09-03 16:45:00
189,0,ID_ISSUED,"{""digital_id"": ""STS-8550C6E775CE"", ""document"": ""XXXX-XXXX-9825"", ""name"": ""Sneha Mishra"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-07T14:00:00""}",2026-08-21 06:00:00
189,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-21 06:13:00
189,2,CHECKIN,"{""lat"": 26.3667, ""lng"": 91.6333, ""location"": ""Madan Kamdev Ruins""}",2026-09-02 07:00:00
190,0,ID_ISSUED,"{""digital_id"": ""STS-D7CDBD6183B1"", ""document"": ""XXXX-XXXX-9499"", ""name"": ""Rupam Barua"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-22T18:15:00""}",2026-08-09 03:15:00
190,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-09 03:23:00
190,2,CHECKIN,"{""lat"": 26.178, ""lng"": 91.786, ""location"": ""Assam State Zoo & Botanical Garden""}",2026-08-19 08:15:00
190,3,CHECKOUT,"{""location"": ""En route to Radisson Blu Guwahati (stay 2)"", ""trip_completed"": true}",2026-08-22 18:15:00
191,0,ID_ISSUED,"{""digital_id"": ""STS-7556D7032D73"", ""document"": ""XXXX-XXXX-8101"", ""name"": ""Pranjal Singh"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-31T14:15:00""}",2026-08-07 07:15:00
191,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-07 07:34:00
191,2,CHECKIN,"{""lat"": 26.12, ""lng"": 91.65, ""location"": ""Deepor Beel Wildlife Sanctuary""}",2026-08-28 05:15:00
191,3,CHECKOUT,"{""location"": ""En route to Deepor Beel Wildlife Sanctuary"", ""trip_completed"": true}",2026-08-31 14:15:00
192,0,ID_ISSUED,"{""digital_id"": ""STS-84CC3152E4AB"", ""document"": ""Z6916709"", ""name"": ""Aditya Bora"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-16T14:30:00""}",2026-07-20 11:30:00
192,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-20 11:42:00
192,2,CHECKIN,"{""lat"": 25.5788, ""lng"": 91.8933, ""location"": ""Shillong""}",2026-07-30 10:30:00
192,3,CHECKOUT,"{""location"": ""Agartala"", ""trip_completed"": true}",2026-08-16 14:30:00
193,0,ID_ISSUED,"{""digital_id"": ""STS-52E57B7F4538"", ""document"": ""XXXX-XXXX-6672"", ""name"": ""Anurag Nair"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-05T17:00:00""}",2026-07-26 11:00:00
193,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-26 11:40:00
193,2,CHECKIN,"{""lat"": 26.2333, ""lng"": 92.0833, ""location"": ""Pobitora Wildlife Sanctuary""}",2026-07-31 10:00:00
193,3,CHECKOUT,"{""location"": ""En route to Ri Kynjai, Umiam (stay 3)"", ""trip_completed"": true}",2026-08-05 17:00:00
194,0,ID_ISSUED,"{""digital_id"": ""STS-0ED347E3295F"", ""document"": ""XXXX-XXXX-2556"", ""name"": ""Mridula Choudhury"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-11T12:45:00""}",2026-09-09 01:45:00
194,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-09-09 02:07:00
194,2,CHECKIN,"{""lat"": 26.19, ""lng"": 91.759, ""location"": ""Uzan Bazar Ghat""}",2026-09-09 06:45:00
195,0,ID_ISSUED,"{""digital_id"": ""STS-A790EC88BB7E"", ""document"": ""XXXX-XXXX-5650"", ""name"": ""Rohan Phukan"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-02T15:00:00""}",2026-07-21 05:00:00
195,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-21 05:42:00
195,2,CHECKIN,"{""lat"": 26.142, ""lng"": 91.79, ""location"": ""Dispur Secretariat""}",2026-08-01 11:00:00
195,3,SOS_TRIGGERED,"{""lat"": 26.144459, ""lng"": 91.791767, ""message"": ""Lost in the forest trail, no landmarks visible, running out of water.""}",2026-08-01 22:11:40
195,4,CHECKOUT,"{""location"": ""LGB International Airport"", ""trip_completed"": true}",2026-08-02 15:00:00
196,0,ID_ISSUED,"{""digital_id"": ""STS-86DD0DDC1376"", ""document"": ""XXXX-XXXX-7694"", ""name"": ""Ananya Kalita"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-01T19:15:00""}",2026-07-12 11:15:00
196,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-12 11:59:00
196,2,CHECKIN,"{""lat"": 26.1856, ""lng"": 91.7625, ""location"": ""Guwahati Planetarium""}",2026-07-29 11:15:00
196,3,CHECKOUT,"{""location"": ""Umananda Island"", ""trip_completed"": true}",2026-08-01 19:15:00
197,0,ID_ISSUED,"{""digital_id"": ""STS-B084D2E32545"", ""document"": ""Z4296159"", ""name"": ""Divya Iyer"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-03T19:00:00""}",2026-08-13 00:00:00
197,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-13 00:30:00
197,2,CHECKIN,"{""lat"": 26.1964, ""lng"": 91.7453, ""location"": ""Umananda Island""}",2026-08-29 11:00:00
197,3,CHECKOUT,"{""location"": ""En route to Umananda Island"", ""trip_completed"": true}",2026-09-03 19:00:00
198,0,ID_ISSUED,"{""digital_id"": ""STS-E312781B0F5F"", ""document"": ""APJDG2130S"", ""name"": ""Aarav Saikia"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-03T00:15:00""}",2026-08-23 04:15:00
198,1,KYC_VERIFIED,"{""document_type"": ""pan"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-23 04:38:00
198,2,CHECKIN,"{""lat"": 25.2, ""lng"": 91.9167, ""location"": ""Mawlynnong Village""}",2026-08-25 10:15:00
198,3,CHECKOUT,"{""location"": ""En route to Hotel Polo Towers, Shillong (stay 3)"", ""trip_completed"": true}",2026-09-03 00:15:00
199,0,ID_ISSUED,"{""digital_id"": ""STS-82235755D471"", ""document"": ""XXXX-XXXX-6697"", ""name"": ""Anurag Sharma"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-26T10:45:00""}",2026-08-21 13:45:00
