id,device_id,tourist_id,api_key,firmware_version,battery_pct,last_heartbeat,active,created_at
188,BAND-00582-6828,582,deca1e77052e7ca225aaf6d8bbe62809,1.2.3,47.8,2026-08-02 06:47:17,1,2026-07-29 04:45:00
189,BAND-00586-6544,586,6d1ec85471b9acb3f882d553d1661f9b,1.4.0,49.9,2026-09-05 18:28:44,1,2026-08-18 15:30:00
190,BAND-00595-2287,595,7bd5ad52a741635e37395b79879fe6c8,1.0.0,86.0,2026-08-06 06:54:24,0,2026-07-11 12:00:00
191,BAND-00596-6034,596,f4154c113c34f5e5df9e2fd4b0a4e670,2.1.4,79.4,2026-08-04 06:58:31,1,2026-07-22 13:45:00
192,BAND-00601-6157,601,a4c21e52b94d4408408c28a3f63fe95d,1.4.0,52.2,2026-08-28 06:35:06,1,2026-08-14 05:15:00
193,BAND-00606-5249,606,e52d2656b5e92cf5b0d54d7bb3846592,1.0.0,98.5,2026-08-12 06:36:16,1,2026-07-18 12:30:00
194,BAND-00608-1703,608,80c5d74d141323ac88877850f4d0e153,1.0.0,54.8,2026-09-03 07:06:49,1,2026-08-21 15:00:00
195,BAND-00609-3449,609,db5db5a06e3baac52cb4e9db3230d0a1,2.1.0,50.9,2026-08-12 06:49:57,1,2026-07-13 11:00:00
196,BAND-00610-6477,610,b055d34c5e75a0152e7e4d7a05ac3141,1.0.0,58.2,2026-08-16 06:30:38,1,2026-07-15 16:45:00
197,BAND-00612-3959,612,9641da1309a0b32662c5bebe39ecad06,2.0.1,82.4,2026-07-28 06:48:31,1,2026-07-09 23:00:00
198,BAND-00613-4013,613,7b6c2d22912c82aeff055c43894d0066,3.0.0-beta,44.2,2026-09-03 06:35:36,1,2026-08-13 18:00:00
199,BAND-00617-4982,617,274c516687b4bd3f2572e84a92ec41af,1.4.0,35.4,2026-09-04 06:32:40,1,2026-09-01 15:00:00
200,BAND-00625-2763,625,8bff762672d1c6693c05d7ad8cced0a6,3.0.0-beta,73.0,2026-09-05 06:43:24,1,2026-08-12 21:00:00
201,BAND-00632-6387,632,7b1e63c8136d4679d63a5df0006a19d3,2.1.4,83.1,2026-09-05 18:35:35,1,2026-08-27 18:00:00
202,BAND-00633-7098,633,65bd21bdea02fa2d7f66eef4762ba775,1.4.0,62.2,2026-08-25 06:45:23,1,2026-08-15 14:30:00
203,BAND-00636-3580,636,0c10da58d63543eda552f3f94684063c,2.1.4,40.6,2026-08-17 06:46:56,1,2026-07-26 17:00:00
204,BAND-00642-6880,642,d25d50a55154a10eadd29888ee0d0e4e,2.1.4,46.7,2026-08-19 07:01:09,1,2026-08-10 15:00:00
205,BAND-00656-4624,656,5360d8b72b99b4ac54b37645e1db2f34,2.0.1,66.4,2026-08-19 07:08:19,1,2026-08-10 12:00:00
206,BAND-00660-3219,660,80ef7d576f36382802aa3aea6086cbe4,1.0.0,46.0,2026-09-05 06:40:04,1,2026-08-25 02:45:00
207,BAND-00662-5962,662,303a8a3abfb31aebe4ed79005a22995b,2.1.0,77.9,2026-09-05 18:06:56,1,2026-08-15 08:45:00
208,BAND-00664-4031,664,0e86489afbce54d6f6bbd8d9a3ee195c,3.0.0-beta,56.2,2026-07-25 06:36:54,1,2026-07-16 15:15:00
209,BAND-00669-1345,669,f815286616d44e0fef9a245c79ba8176,1.4.0,94.8,2026-09-05 18:28:06,1,2026-08-31 05:45:00
210,BAND-00670-7941,670,9ef0be22b38b87e44cc5a230d3d22b53,3.0.0-beta,62.7,2026-08-05 06:47:57,1,2026-07-05 01:30:00
211,BAND-00684-8807,684,67b9510872e7cd3536fd28a7c50ee23a,3.0.0-beta,41.2,2026-08-13 06:40:45,1,2026-07-14 20:00:00
212,BAND-00691-5135,691,b408e320bf99d2459410c4f2d945106d,2.1.0,47.0,2026-08-04 06:40:46,1,2026-07-27 13:30:00
213,BAND-00693-2948,693,61e37f79a2d40f12766bf3c028e2bcf3,2.0.1,92.5,2026-08-18 06:55:33,1,2026-07-31 13:45:00
214,BAND-00697-9095,697,432d3abeba079693e9b655ebf7f7e227,3.0.0-beta,43.3,2026-08-28 06:33:24,1,2026-08-06 04:00:00
215,BAND-00698-6509,698,c6511dfe765b197b2ec71995274d4dee,2.1.0,58.2,2026-07-30 06:39:59,1,2026-07-19 01:15:00
216,BAND-00699-6168,699,bb2a4beed36dd4e55fbb11f94c61ad84,1.2.3,98.3,2026-08-09 06:37:39,1,2026-07-26 07:45:00
217,BAND-00700-1769,700,61148f2443b8732a2b05a461c6b85caa,2.0.1,76.0,2026-09-02 06:31:47,1,2026-08-07 16:45:00
218,BAND-00703-2886,703,b1ffcfb2d31956ef6bd6ec9ca435b68d,1.0.0,39.5,2026-08-07 06:30:00,0,2026-07-06 15:15:00
219,BAND-00705-8644,705,22dd398d80f8f374ac3b557baf3bb286,2.1.0,62.8,2026-08-07 06:59:25,1,2026-07-23 20:15:00
220,BAND-00706-3943,706,dc5535389f1e05c630bf058066011bd7,2.0.1,83.8,2026-09-04 06:45:16,1,2026-08-19 22:30:00
221,BAND-00711-1633,711,e79bb43cdc11eb64b5c28b594702aa12,2.0.1,41.1,2026-08-07 06:48:42,1,2026-07-15 21:15:00
222,BAND-00712-5629,712,77b387b729d8f845281bfc523a409dca,1.2.3,77.5,2026-08-24 06:50:46,1,2026-08-15 18:30:00
223,BAND-00716-6209,716,e27f650c28d00ed544be04ab21645498,1.0.0,54.3,2026-08-06 07:07:34,1,2026-07-26 22:45:00
224,BAND-00723-4377,723,9b126dffbefb8e9a175feaae5e899d5c,2.0.1,53.9,2026-09-05 07:05:59,1,2026-08-24 13:30:00
225,BAND-00726-2512,726,df17956bc643715333d35827dc72a4a8,2.1.4,46.3,2026-08-15 06:46:11,1,2026-08-11 00:30:00
226,BAND-00733-8681,733,eb19a6e060c61960a8a9d7cdb12c23b2,3.0.0-beta,63.7,2026-08-02 06:34:46,1,2026-07-16 19:45:00
227,BAND-00734-5735,734,92ed9e29c1c131b5e85b4291168680df,2.0.1,52.3,2026-09-05 18:36:42,1,2026-09-03 08:15:00
228,BAND-00735-1329,735,e1cd304564855aeacacfd043d185e3df,2.0.1,76.0,2026-09-05 18:29:40,1,2026-08-21 23:45:00
229,BAND-00738-3302,738,ad9c84ef719065316a3cb1753e3344f9,1.0.0,80.3,2026-08-05 07:02:31,1,2026-07-28 11:00:00
230,BAND-00740-3141,740,5f8bcb8334c9d9c0261f74339129abdf,3.0.0-beta,72.2,2026-08-06 06:31:46,1,2026-07-29 11:30:00
231,BAND-00743-5830,743,bd3d2575d018abf2cfc7598103aea386,2.1.4,40.8,2026-08-24 07:06:45,1,2026-08-13 21:00:00
232,BAND-00749-3790,749,6c740f40669bc46125386a293f6450ce,2.0.1,36.2,2026-07-27 06:39:59,1,2026-07-21 18:30:00
